schema_version,prompt_version,run_id,shop_domain,product_key,Handle,product_id,product_gid,url,canonical_url,locale,market,public_status,access_status,discovery_status,product_type,title_discovery,collections,season_priority,inventory_order,source_refs,discovered_at,last_checked_at,issues,assigned_batch,batch_status,research_status,review_status
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-112,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-112,15969442365809,gid://shopify/Product/15969442365809,https://chillgen.com/products/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-112,https://chillgen.com/products/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-112,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Custom Halloween 3D Optical Illusion Round Rug Skeleton H - Design 112,UNKNOWN,HALLOWEEN,151,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B016,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-113,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-113,15969442398577,gid://shopify/Product/15969442398577,https://chillgen.com/products/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-113,https://chillgen.com/products/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-113,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Custom Halloween 3D Optical Illusion Round Rug Skeleton H - Design 113,UNKNOWN,HALLOWEEN,152,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B016,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114,15969442431345,gid://shopify/Product/15969442431345,https://chillgen.com/products/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114,https://chillgen.com/products/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Custom Halloween 3D Optical Illusion Round Rug Skeleton H - Design 114,UNKNOWN,HALLOWEEN,153,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B016,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-orthodox,personalized-orthodox-christian-area-rug-custom-eastern-orthodox,15969450918257,gid://shopify/Product/15969450918257,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-orthodox,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-orthodox,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Personalized Orthodox Christian Area Rug, Custom Eastern Orthodox",UNKNOWN,EVERGREEN_OR_OTHER,154,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B016,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-100,personalized-orthodox-christian-area-rug-custom-eastern-design-100,15969450951025,gid://shopify/Product/15969450951025,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-design-100,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-design-100,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Personalized Orthodox Christian Area Rug, Custom Eastern - Design 100",UNKNOWN,EVERGREEN_OR_OTHER,155,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B016,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-101,personalized-orthodox-christian-area-rug-custom-eastern-design-101,15969451049329,gid://shopify/Product/15969451049329,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-design-101,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-design-101,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Personalized Orthodox Christian Area Rug, Custom Eastern - Design 101",UNKNOWN,EVERGREEN_OR_OTHER,156,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B016,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-102,personalized-orthodox-christian-area-rug-custom-eastern-design-102,15969451114865,gid://shopify/Product/15969451114865,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-design-102,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-design-102,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Personalized Orthodox Christian Area Rug, Custom Eastern - Design 102",UNKNOWN,EVERGREEN_OR_OTHER,157,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B016,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-103,personalized-orthodox-christian-area-rug-custom-eastern-design-103,15969451147633,gid://shopify/Product/15969451147633,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-design-103,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-design-103,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Personalized Orthodox Christian Area Rug, Custom Eastern - Design 103",UNKNOWN,EVERGREEN_OR_OTHER,158,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B016,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-104,personalized-orthodox-christian-area-rug-custom-eastern-design-104,15969451180401,gid://shopify/Product/15969451180401,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-design-104,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-design-104,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Personalized Orthodox Christian Area Rug, Custom Eastern - Design 104",UNKNOWN,EVERGREEN_OR_OTHER,159,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B016,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-105,personalized-orthodox-christian-area-rug-custom-eastern-design-105,15969451213169,gid://shopify/Product/15969451213169,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-design-105,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-design-105,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Personalized Orthodox Christian Area Rug, Custom Eastern - Design 105",UNKNOWN,EVERGREEN_OR_OTHER,160,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B016,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-106,personalized-orthodox-christian-area-rug-custom-eastern-design-106,15969451311473,gid://shopify/Product/15969451311473,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-design-106,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-design-106,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Personalized Orthodox Christian Area Rug, Custom Eastern - Design 106",UNKNOWN,EVERGREEN_OR_OTHER,161,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B017,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-107,personalized-orthodox-christian-area-rug-custom-eastern-design-107,15969451344241,gid://shopify/Product/15969451344241,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-design-107,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-design-107,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Personalized Orthodox Christian Area Rug, Custom Eastern - Design 107",UNKNOWN,EVERGREEN_OR_OTHER,162,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B017,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-108,personalized-orthodox-christian-area-rug-custom-eastern-design-108,15969451409777,gid://shopify/Product/15969451409777,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-design-108,https://chillgen.com/products/personalized-orthodox-christian-area-rug-custom-eastern-design-108,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Personalized Orthodox Christian Area Rug, Custom Eastern - Design 108",UNKNOWN,EVERGREEN_OR_OTHER,163,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B017,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01,personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01,15969459339633,gid://shopify/Product/15969459339633,https://chillgen.com/products/personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01,https://chillgen.com/products/personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Composition Notebook Classroom Shaped Rugs for Kids (A01),UNKNOWN,EVERGREEN_OR_OTHER,164,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B017,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-composition-notebook-classroom-shaped-rugs-design-2222,personalized-composition-notebook-classroom-shaped-rugs-design-2222,15969459372401,gid://shopify/Product/15969459372401,https://chillgen.com/products/personalized-composition-notebook-classroom-shaped-rugs-design-2222,https://chillgen.com/products/personalized-composition-notebook-classroom-shaped-rugs-design-2222,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Composition Notebook Classroom Shaped Rugs - Design 2222,UNKNOWN,EVERGREEN_OR_OTHER,165,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B017,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-composition-notebook-classroom-shaped-rugs-design-2223,personalized-composition-notebook-classroom-shaped-rugs-design-2223,15969459470705,gid://shopify/Product/15969459470705,https://chillgen.com/products/personalized-composition-notebook-classroom-shaped-rugs-design-2223,https://chillgen.com/products/personalized-composition-notebook-classroom-shaped-rugs-design-2223,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Composition Notebook Classroom Shaped Rugs - Design 2223,UNKNOWN,EVERGREEN_OR_OTHER,166,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B017,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-composition-notebook-classroom-shaped-rugs-design-2224,personalized-composition-notebook-classroom-shaped-rugs-design-2224,15969459569009,gid://shopify/Product/15969459569009,https://chillgen.com/products/personalized-composition-notebook-classroom-shaped-rugs-design-2224,https://chillgen.com/products/personalized-composition-notebook-classroom-shaped-rugs-design-2224,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Composition Notebook Classroom Shaped Rugs - Design 2224,UNKNOWN,EVERGREEN_OR_OTHER,167,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B017,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-composition-notebook-classroom-shaped-rugs-design-2225,personalized-composition-notebook-classroom-shaped-rugs-design-2225,15969459634545,gid://shopify/Product/15969459634545,https://chillgen.com/products/personalized-composition-notebook-classroom-shaped-rugs-design-2225,https://chillgen.com/products/personalized-composition-notebook-classroom-shaped-rugs-design-2225,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Composition Notebook Classroom Shaped Rugs - Design 2225,UNKNOWN,EVERGREEN_OR_OTHER,168,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B017,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-family-couple-doormat-custom-couple-husband-design-05,personalized-family-couple-doormat-custom-couple-husband-design-05,15969448165745,gid://shopify/Product/15969448165745,https://chillgen.com/products/personalized-family-couple-doormat-custom-couple-husband-design-05,https://chillgen.com/products/personalized-family-couple-doormat-custom-couple-husband-design-05,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Personalized Family Couple Doormat, Custom Couple Husband - Design 05",UNKNOWN,EVERGREEN_OR_OTHER,169,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B017,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-family-couple-doormat-custom-couple-husband-design-03,personalized-family-couple-doormat-custom-couple-husband-design-03,15969443709297,gid://shopify/Product/15969443709297,https://chillgen.com/products/personalized-family-couple-doormat-custom-couple-husband-design-03,https://chillgen.com/products/personalized-family-couple-doormat-custom-couple-husband-design-03,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Personalized Family Couple Doormat, Custom Couple Husband - Design 03",UNKNOWN,EVERGREEN_OR_OTHER,170,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B017,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-family-couple-doormat-custom-couple-husband-design-04,personalized-family-couple-doormat-custom-couple-husband-design-04,15969437286769,gid://shopify/Product/15969437286769,https://chillgen.com/products/personalized-family-couple-doormat-custom-couple-husband-design-04,https://chillgen.com/products/personalized-family-couple-doormat-custom-couple-husband-design-04,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Personalized Family Couple Doormat, Custom Couple Husband - Design 04",UNKNOWN,EVERGREEN_OR_OTHER,171,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B018,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-family-couple-doormat-custom-couple-husband-design-02,personalized-family-couple-doormat-custom-couple-husband-design-02,15969433944433,gid://shopify/Product/15969433944433,https://chillgen.com/products/personalized-family-couple-doormat-custom-couple-husband-design-02,https://chillgen.com/products/personalized-family-couple-doormat-custom-couple-husband-design-02,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Personalized Family Couple Doormat, Custom Couple Husband - Design 02",UNKNOWN,EVERGREEN_OR_OTHER,172,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B018,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-family-couple-doormat-custom-couple-husband-wife-doormat,personalized-family-couple-doormat-custom-couple-husband-wife-doormat,15969426932081,gid://shopify/Product/15969426932081,https://chillgen.com/products/personalized-family-couple-doormat-custom-couple-husband-wife-doormat,https://chillgen.com/products/personalized-family-couple-doormat-custom-couple-husband-wife-doormat,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Personalized Family Couple Doormat, Custom Couple Husband Wife Doormat",UNKNOWN,EVERGREEN_OR_OTHER,173,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B018,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,abc-kids-play-rug-non-slip-classroom-carpet-07621e8f46-07621e8f46,abc-kids-play-rug-non-slip-classroom-carpet-07621e8f46-07621e8f46,15959874142577,gid://shopify/Product/15959874142577,https://chillgen.com/products/abc-kids-play-rug-non-slip-classroom-carpet-07621e8f46-07621e8f46,https://chillgen.com/products/abc-kids-play-rug-non-slip-classroom-carpet-07621e8f46-07621e8f46,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,ABC Kids Play Rug with Animal Letter Pattern and Non Slip Backing for Playrooms,UNKNOWN,EVERGREEN_OR_OTHER,174,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B018,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-feelings-chart-classroom-welcome-mat-45af89adb4-45af89adb4,custom-feelings-chart-classroom-welcome-mat-45af89adb4-45af89adb4,15940516905329,gid://shopify/Product/15940516905329,https://chillgen.com/products/custom-feelings-chart-classroom-welcome-mat-45af89adb4-45af89adb4,https://chillgen.com/products/custom-feelings-chart-classroom-welcome-mat-45af89adb4-45af89adb4,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Feelings Chart Classroom Area Rug for Emotional Learning and Calming Corners,UNKNOWN,EVERGREEN_OR_OTHER,175,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B018,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9,custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9,15940476305777,gid://shopify/Product/15940476305777,https://chillgen.com/products/custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9,https://chillgen.com/products/custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Custom Hundred Acre Wood Map Area Rug for Kids Room and Playroom Decor,UNKNOWN,EVERGREEN_OR_OTHER,176,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B018,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,educational-classroom-rug-alphabet-handwriting-samplers-17817a1b4c-17817a1b4c,educational-classroom-rug-alphabet-handwriting-samplers-17817a1b4c-17817a1b4c,15940438262129,gid://shopify/Product/15940438262129,https://chillgen.com/products/educational-classroom-rug-alphabet-handwriting-samplers-17817a1b4c-17817a1b4c,https://chillgen.com/products/educational-classroom-rug-alphabet-handwriting-samplers-17817a1b4c-17817a1b4c,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Alphabet Classroom Area Rug with Handwriting Guide for Preschool Learning,UNKNOWN,EVERGREEN_OR_OTHER,177,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B018,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9,colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9,15940439048561,gid://shopify/Product/15940439048561,https://chillgen.com/products/colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9,https://chillgen.com/products/colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Feeling Chart Classroom Area Rug for Emotional Learning and Playrooms,UNKNOWN,EVERGREEN_OR_OTHER,178,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B018,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4,custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4,15913465381233,gid://shopify/Product/15913465381233,https://chillgen.com/products/custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4,https://chillgen.com/products/custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Custom Soccer Flags Round Rug with Low Pile Surface for Bedroom and Game Room,UNKNOWN,EVERGREEN_OR_OTHER,179,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B018,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-soccer-championship-round-rug-6b6ea4fbf7,custom-soccer-championship-round-rug-6b6ea4fbf7,15913465184625,gid://shopify/Product/15913465184625,https://chillgen.com/products/custom-soccer-championship-round-rug-6b6ea4fbf7,https://chillgen.com/products/custom-soccer-championship-round-rug-6b6ea4fbf7,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Custom Soccer Tournament Round Rug with Memory Foam for Living Room,UNKNOWN,EVERGREEN_OR_OTHER,180,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B018,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-soccer-round-rug-trophy-championship-carpet-3ca0f26f80,custom-soccer-round-rug-trophy-championship-carpet-3ca0f26f80,15913465086321,gid://shopify/Product/15913465086321,https://chillgen.com/products/custom-soccer-round-rug-trophy-championship-carpet-3ca0f26f80,https://chillgen.com/products/custom-soccer-round-rug-trophy-championship-carpet-3ca0f26f80,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Soccer Championship Round Rug with Reinforced Edges for Man Cave,UNKNOWN,EVERGREEN_OR_OTHER,181,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B019,COMPLETED,DRAFTED,NEEDS_REVIEW
